season,week_day,year,month,day,home,visitor,home_current_points,visitor_current_points,home_last_table_position,visitor_last_table_position,home_penultimate_table_position,visitor_penultimate_table_position,home_value,visitor_value,result
2020,35,2021,5,8,26,13,,,2,4,1,3,1060000000.0,823050000.0,
2020,35,2021,5,8,39,15,,,10,14,21,12,172300000.0,207980000.0,
2020,35,2021,5,8,49,17,,,16,12,9,8,262850000.0,507300000.0,
2020,35,2021,5,8,52,9,,,7,15,7,17,422600000.0,252450000.0,
2020,36,2021,5,11,9,49,,,15,16,17,9,252450000.0,262850000.0,
2020,36,2021,5,11,10,22,,,9,21,15,21,152080000.0,195530000.0,
2020,36,2021,5,11,17,39,,,12,10,8,21,507300000.0,172300000.0,
2020,36,2021,5,11,27,23,,,3,5,6,10,765350000.0,480500000.0,
2020,36,2021,5,11,48,24,,,21,1,21,2,118150000.0,1110000000.0,
2020,36,2021,5,11,15,2,,,14,17,12,21,207980000.0,323500000.0,
2020,36,2021,5,12,13,1,,,4,8,3,5,823050000.0,556700000.0,
2020,36,2021,5,12,30,26,,,13,2,14,1,268050000.0,1060000000.0,
2020,36,2021,5,12,41,18,,,11,21,16,19,240500000.0,216300000.0,
2020,36,2021,5,12,46,52,,,6,7,4,7,737150000.0,422600000.0,
2020,37,2021,5,15,9,26,,,15,2,17,1,252450000.0,1060000000.0,
2020,37,2021,5,15,10,24,,,9,1,15,2,152080000.0,1110000000.0,
2020,37,2021,5,15,13,23,,,4,5,3,10,823050000.0,480500000.0,
2020,37,2021,5,15,15,1,,,14,8,12,5,207980000.0,556700000.0,
2020,37,2021,5,15,17,52,,,12,7,8,7,507300000.0,422600000.0,
2020,37,2021,5,15,27,18,,,3,21,6,19,765350000.0,216300000.0,
2020,37,2021,5,15,30,39,,,13,10,14,21,268050000.0,172300000.0,
2020,37,2021,5,15,41,22,,,11,21,16,21,240500000.0,195530000.0,
2020,37,2021,5,15,46,2,,,6,17,4,21,737150000.0,323500000.0,
2020,37,2021,5,15,48,49,,,21,16,21,9,118150000.0,262850000.0,
2020,38,2021,5,23,1,9,,,8,15,5,17,556700000.0,252450000.0,
2020,38,2021,5,23,2,13,,,17,4,21,3,323500000.0,823050000.0,
2020,38,2021,5,23,18,30,,,21,13,19,14,216300000.0,268050000.0,
2020,38,2021,5,23,22,48,,,21,21,21,21,195530000.0,118150000.0,
2020,38,2021,5,23,23,46,,,5,6,10,4,480500000.0,737150000.0,
2020,38,2021,5,23,24,15,,,1,14,2,12,1110000000.0,207980000.0,
2020,38,2021,5,23,26,17,,,2,12,1,8,1060000000.0,507300000.0,
2020,38,2021,5,23,39,10,,,10,9,21,15,172300000.0,152080000.0,
2020,38,2021,5,23,49,41,,,16,11,9,16,262850000.0,240500000.0,
2020,38,2021,5,23,52,27,,,7,3,7,6,422600000.0,765350000.0,
